orange -> [[54, 0, 0], [66, 22, 66], [81, -77, 66]] -> 1 (label=1)
pink -> [[65, -47, 42], [46, 43, 9], [54, -2, 1]] -> 1 (label=1)
purple -> [[34, 48, -76], [49, 50, -26], [72, -45, 58]] -> 1 (label=1)
pink -> [[72, -37, 56], [48, 53, -24], [40, 33, -50]] -> 1 (label=1)
gray -> [[48, 38, -11], [39, 44, -81], [56, -10, -12]] -> 2 (label=2)
purple -> [[34, 49, -79], [62, -20, -20], [41, 49, -56]] -> 2 (label=2)
purple -> [[44, 26, -36], [52, 13, -9], [43, 16, -34]] -> 0 (label=0)
pink -> [[47, 51, -1], [32, 56, -85], [50, 5, -43]] -> 0 (label=0)
brown -> [[56, 89, -34], [57, 14, 35], [39, 36, -53]] -> 1 (label=1)
yellow -> [[69, -52, 53], [83, -26, 77], [40, 45, -84]] -> 1 (label=1)
purple -> [[88, -11, 87], [57, -5, 11], [48, 28, -26]] -> 2 (label=2)
drab -> [[60, -24, 5], [37, 69, -82], [55, -4, -2]] -> 1 (label=2)
purple -> [[67, -53, 49], [32, 75, -101], [36, 57, -75]] -> 1 (label=2)
turquoise -> [[66, -36, 8], [66, -27, -9], [61, -34, 21]] -> 0 (label=1)
blue -> [[51, 75, -37], [55, -9, 6], [35, 49, -82]] -> 2 (label=2)
sky -> [[78, -44, -5], [46, 11, -29], [87, -73, 40]] -> 1 (label=0)
pink -> [[66, -23, 41], [47, 56, -11], [47, 14, -22]] -> 1 (label=1)
purple -> [[49, 23, 3], [48, 22, -23], [47, 58, -6]] -> 1 (label=1)
purple -> [[68, -24, -27], [58, -9, 16], [48, 28, -1]] -> 2 (label=2)
pink -> [[63, -37, 20], [51, 78, -28], [47, 78, -64]] -> 1 (label=1)
blue -> [[43, 16, -43], [81, -34, 74], [53, 4, -3]] -> 0 (label=0)
olive -> [[49, 22, 1], [62, -23, 29], [76, -62, 68]] -> 0 (label=1)
gray -> [[55, -5, -1], [47, 36, -82], [55, 86, -36]] -> 0 (label=0)
blue -> [[78, -73, 61], [80, -50, 1], [46, 59, -48]] -> 1 (label=1)
green -> [[63, -41, 26], [47, 62, 27], [70, -32, -14]] -> 0 (label=0)
green -> [[55, -5, 7], [64, -13, 34], [49, 72, 45]] -> 1 (label=1)
orange -> [[54, 42, 47], [80, -34, -26], [49, 73, 47]] -> 0 (label=0)
gray -> [[74, -20, 59], [80, -71, 50], [55, -7, -4]] -> 2 (label=2)
blue -> [[46, 15, -25], [54, -6, -10], [42, 47, -53]] -> 2 (label=1)
gold -> [[51, 17, -66], [69, -4, 55], [77, -66, 41]] -> 2 (label=1)
green -> [[64, -16, 33], [53, 0, -2], [69, -52, 30]] -> 2 (label=2)
orange -> [[61, 33, 59], [48, 52, 37], [62, -23, -4]] -> 0 (label=0)
pink -> [[47, 14, -23], [47, 54, -5], [54, 55, 57]] -> 1 (label=1)
blue -> [[82, -16, 76], [35, 70, -102], [81, -71, 44]] -> 1 (label=1)
pink -> [[65, -11, 37], [47, 51, 4], [86, -6, 85]] -> 1 (label=1)
orange -> [[54, 42, 49], [77, -61, 69], [49, 3, -27]] -> 0 (label=0)
green -> [[60, -25, 26], [55, -7, 7], [61, -37, 31]] -> 2 (label=2)
gray -> [[64, -37, 13], [33, 69, -99], [60, -20, 0]] -> 2 (label=2)
orange -> [[50, 27, -76], [48, 31, 0], [55, 72, 67]] -> 2 (label=2)
magenta -> [[44, 52, -50], [37, 78, -94], [42, 23, -58]] -> 1 (label=0)
blue -> [[34, 56, -89], [86, -58, 9], [49, 31, -14]] -> 0 (label=0)
gray -> [[53, -5, -29], [57, 9, -62], [51, 1, -12]] -> 2 (label=2)
seagreen -> [[63, -40, 26], [64, -20, 34], [72, -52, 21]] -> 2 (label=2)
tan -> [[68, -23, -30], [59, -6, 18], [49, 8, -48]] -> 1 (label=1)
brown -> [[56, -7, 10], [64, -21, 35], [62, 2, 37]] -> 0 (label=2)
gray -> [[55, -5, 0], [80, -59, 19], [75, -34, -19]] -> 0 (label=0)
purple -> [[40, 31, -66], [81, -52, 75], [48, 47, -17]] -> 2 (label=2)
brown -> [[43, 74, -70], [60, 9, 38], [59, -3, -49]] -> 1 (label=1)
gray -> [[58, -18, 7], [61, -19, -8], [53, 0, -1]] -> 2 (label=2)
blue -> [[72, -24, -32], [57, -15, 8], [82, -67, 77]] -> 0 (label=0)
blue -> [[45, 13, -27], [60, -3, -50], [67, -34, 45]] -> 1 (label=1)
pink -> [[52, 1, -10], [54, 82, 31], [35, 43, -72]] -> 1 (label=1)
gray -> [[39, 28, -50], [54, -2, 2], [47, 45, -6]] -> 1 (label=1)
gray -> [[39, 68, -76], [71, -47, 13], [54, 0, 2]] -> 2 (label=2)
blue -> [[62, 8, 43], [64, -28, -1], [34, 53, -84]] -> 2 (label=2)
orange -> [[52, 46, 46], [52, 9, -4], [59, -18, -2]] -> 0 (label=0)
clay -> [[60, -26, 10], [47, 59, 18], [63, 39, 66]] -> 1 (label=0)
blue -> [[53, 4, 8], [31, 68, -95], [86, -78, 56]] -> 1 (label=1)
khaki -> [[37, 39, -72], [68, -24, 47], [54, 63, 61]] -> 1 (label=1)
orange -> [[57, 12, -66], [59, 17, 44], [70, -6, 55]] -> 1 (label=1)
gray -> [[47, 60, -1], [54, -2, 0], [73, -14, 56]] -> 1 (label=1)
teal -> [[62, -15, -34], [84, -76, 79], [67, -32, -4]] -> 2 (label=2)
purple -> [[91, -37, 88], [52, 15, 17], [48, 22, 8]] -> 2 (label=2)
blue -> [[55, 60, 61], [33, 75, -99], [48, 55, -40]] -> 1 (label=1)
pink -> [[56, -5, 8], [54, 10, 18], [54, 0, 0]] -> 1 (label=1)
green -> [[45, 17, -31], [65, -33, 40], [70, 9, 67]] -> 1 (label=1)
purple -> [[46, 69, -55], [40, 80, -90], [37, 54, -69]] -> 1 (label=0)
orange -> [[66, -37, 8], [78, 11, 80], [33, 77, -104]] -> 1 (label=1)
blue -> [[73, -62, 61], [43, 68, -64], [49, 71, 4]] -> 1 (label=1)
teal -> [[70, -21, 51], [50, 74, 59], [74, -34, -18]] -> 2 (label=2)
yellow -> [[60, -9, 21], [48, 24, 11], [91, -51, 88]] -> 2 (label=2)
blue -> [[66, -30, -6], [81, -63, 76], [50, 69, -36]] -> 0 (label=0)
blue -> [[50, 19, -6], [74, -69, 64], [63, -13, -39]] -> 2 (label=2)
blue -> [[58, -12, -4], [75, -61, 34], [37, 60, -73]] -> 2 (label=2)
blue -> [[50, 7, -13], [60, -5, 24], [33, 52, -82]] -> 2 (label=2)
green -> [[61, 13, 45], [41, 23, -43], [76, -61, 31]] -> 2 (label=2)
brown -> [[54, 0, 0], [81, -22, 73], [53, 48, 48]] -> 2 (label=2)
red -> [[49, 10, -16], [47, 56, 38], [68, -54, 41]] -> 1 (label=1)
blue -> [[49, 20, -20], [68, -21, -33], [54, 34, 42]] -> 1 (label=1)
yellow -> [[63, -6, 33], [54, -7, -20], [94, -24, 91]] -> 2 (label=2)
green -> [[48, 58, 42], [69, -38, 50], [44, 15, -31]] -> 1 (label=1)
orange -> [[47, 54, -1], [51, 65, 55], [58, -2, 19]] -> 1 (label=1)
orange -> [[60, 8, 37], [58, -10, 16], [66, -7, 41]] -> 0 (label=0)
green -> [[76, -66, 68], [53, -5, -24], [64, -7, 34]] -> 0 (label=0)
green -> [[75, -21, 62], [63, -12, 30], [69, -45, 50]] -> 2 (label=2)
purple -> [[49, 68, -21], [60, -1, 27], [44, 66, -59]] -> 2 (label=2)
green -> [[80, -31, 73], [51, 19, -12], [71, -10, 55]] -> 0 (label=0)
pink -> [[55, 93, -67], [62, -31, 13], [53, 81, 17]] -> 0 (label=0)
yellow -> [[50, 15, -1], [72, -41, 57], [72, -6, 61]] -> 2 (label=2)
gray -> [[51, 2, -13], [33, 70, -100], [79, -44, -6]] -> 0 (label=0)
purple -> [[48, 30, 0], [48, 49, -21], [56, 43, 54]] -> 1 (label=1)
yellow -> [[87, -68, 27], [49, 17, -19], [87, -56, 83]] -> 2 (label=2)
brown -> [[47, 36, 0], [51, 15, -12], [51, 9, 4]] -> 2 (label=2)
brown -> [[93, -29, 90], [61, -6, 25], [44, 41, -42]] -> 1 (label=1)
blue -> [[79, -72, 72], [58, 4, 28], [65, -26, -10]] -> 2 (label=2)
green -> [[83, -77, 61], [51, 7, -10], [35, 62, -81]] -> 0 (label=0)
teal -> [[50, 69, -39], [49, 3, -25], [66, -35, 4]] -> 1 (label=2)
green -> [[53, 82, -49], [56, 15, 32], [77, -74, 69]] -> 2 (label=2)
purple -> [[53, -5, -29], [71, -50, 19], [52, 9, -6]] -> 2 (label=2)
green -> [[74, -57, 27], [54, 0, 0], [56, 91, -56]] -> 0 (label=0)
purple -> [[54, -5, -5], [54, 73, 66], [48, 55, -39]] -> 2 (label=2)
pink -> [[51, 75, -38], [53, 0, -1], [88, -65, 20]] -> 0 (label=0)
green -> [[39, 75, -83], [50, 22, -11], [69, -56, 42]] -> 2 (label=2)
purple -> [[44, 76, -69], [36, 73, -89], [41, 46, -86]] -> 0 (label=0)
pink -> [[47, 51, -1], [74, -11, 62], [45, 13, -33]] -> 0 (label=0)
gray -> [[78, -69, 47], [50, 18, 10], [57, -14, 13]] -> 1 (label=2)
yellow -> [[47, 8, -24], [74, -30, 61], [47, 54, 5]] -> 1 (label=1)
yellow -> [[70, -15, 48], [39, 63, -71], [54, -2, 2]] -> 0 (label=0)
gray -> [[61, -18, 27], [49, 71, -22], [46, 29, -30]] -> 0 (label=2)
blue -> [[46, 51, 25], [88, -48, -12], [54, 0, 0]] -> 1 (label=1)
yellow -> [[52, 69, 61], [72, -13, 53], [49, 3, -26]] -> 1 (label=1)
pink -> [[83, -56, 78], [53, 80, 15], [47, 20, -65]] -> 1 (label=1)
green -> [[68, -33, 48], [45, 32, -37], [50, 16, 8]] -> 0 (label=0)
red -> [[49, 78, -59], [68, -47, 50], [52, 78, 15]] -> 2 (label=2)
gray -> [[50, 84, -65], [50, 9, -12], [55, 24, 35]] -> 1 (label=1)
purple -> [[54, 84, -9], [49, 49, -24], [56, -11, -16]] -> 1 (label=1)
yellow -> [[49, 19, 4], [41, 60, -62], [67, 3, 53]] -> 2 (label=2)
green -> [[55, 87, -52], [80, -78, 73], [50, 21, -10]] -> 1 (label=1)
blue -> [[44, 30, -72], [56, -16, 12], [52, 79, 54]] -> 0 (label=0)
gray -> [[70, -30, 53], [42, 82, -87], [53, 3, -1]] -> 2 (label=2)
olive -> [[77, -70, 69], [59, -21, 20], [50, 14, 3]] -> 2 (label=1)
blue -> [[49, 3, -27], [75, -71, 67], [57, 7, -60]] -> 2 (label=2)
yellow -> [[90, -43, 86], [50, 73, 58], [55, 3, 14]] -> 0 (label=0)
gray -> [[63, -30, 35], [55, -9, 7], [60, -29, 18]] -> 1 (label=1)
purple -> [[60, -28, 16], [54, -3, 2], [50, 27, 21]] -> 1 (label=1)
blue -> [[36, 53, -86], [46, 47, 12], [54, -2, 4]] -> 0 (label=0)
red -> [[47, 66, 29], [33, 55, -81], [61, -25, 4]] -> 0 (label=0)
green -> [[54, 0, 0], [78, -73, 70], [41, 25, -59]] -> 1 (label=1)
purple -> [[49, 31, -24], [57, 62, 66], [76, -31, -26]] -> 0 (label=0)
green -> [[46, 37, -35], [70, -43, 54], [56, -2, 10]] -> 1 (label=1)
green -> [[50, 19, -2], [89, -58, 85], [83, -79, 68]] -> 2 (label=2)
mauve -> [[88, -13, 86], [47, 49, 2], [65, -30, -2]] -> 0 (label=1)
red -> [[47, 64, 39], [49, 47, -24], [78, -8, 72]] -> 0 (label=0)
pink -> [[64, -33, 36], [53, 82, 2], [47, 10, -43]] -> 1 (label=1)
blue -> [[78, -62, 70], [52, -2, -32], [47, 63, 5]] -> 1 (label=1)
blue -> [[39, 50, -61], [32, 75, -104], [43, 38, -44]] -> 1 (label=1)
blue -> [[83, -6, 82], [47, 42, 3], [33, 72, -95]] -> 2 (label=2)
yellow -> [[51, 77, 57], [88, -27, 84], [50, 26, -74]] -> 1 (label=1)
green -> [[83, -71, 78], [89, -57, 4], [59, 12, 39]] -> 0 (label=0)
teal -> [[83, -77, 61], [87, -81, 83], [86, -73, 40]] -> 2 (label=2)
gray -> [[65, -34, 6], [79, -72, 52], [53, 0, -2]] -> 2 (label=2)
yellow -> [[68, -9, 45], [52, 8, -6], [61, -20, 28]] -> 0 (label=0)
blue -> [[33, 51, -79], [37, 59, -72], [44, 15, -32]] -> 0 (label=0)
yellow -> [[91, -27, 88], [54, -5, -9], [55, 88, -46]] -> 0 (label=0)
yellow -> [[48, 45, -33], [67, -51, 34], [90, -67, 86]] -> 2 (label=2)
purple -> [[85, -68, 81], [57, 12, 32], [49, 13, -17]] -> 2 (label=2)
red -> [[67, -54, 42], [46, 57, 35], [53, 2, 1]] -> 1 (label=1)
pink -> [[60, -16, 24], [62, -11, -42], [50, 74, 25]] -> 2 (label=2)
purple -> [[63, 27, 60], [36, 79, -98], [77, -60, 27]] -> 1 (label=1)
gray -> [[68, -28, 46], [32, 72, -98], [61, -8, 23]] -> 2 (label=2)
green -> [[52, 0, -10], [71, -61, 47], [55, 40, 49]] -> 1 (label=1)
orange -> [[52, 7, 0], [48, 68, 28], [53, 61, 59]] -> 2 (label=2)
pink -> [[47, 63, 17], [47, 27, -27], [73, 24, 76]] -> 0 (label=0)
purple -> [[77, 16, 80], [33, 71, -95], [45, 85, -84]] -> 2 (label=2)
green -> [[57, 31, 48], [34, 55, -86], [82, -80, 75]] -> 2 (label=2)
green -> [[52, 0, -35], [51, 33, 31], [76, -72, 62]] -> 2 (label=2)
blue -> [[63, -34, 35], [86, -84, 77], [51, 0, -20]] -> 2 (label=2)
blue -> [[54, 5, -53], [59, -28, 22], [49, 18, 6]] -> 0 (label=0)
green -> [[57, -8, -37], [50, 6, -12], [75, -63, 65]] -> 2 (label=2)
purple -> [[49, 56, -39], [86, -52, -2], [53, 23, 28]] -> 0 (label=0)
green -> [[62, -25, 31], [34, 62, -83], [57, 90, -32]] -> 0 (label=0)
blue -> [[55, -8, -21], [52, -1, -8], [49, 30, -13]] -> 0 (label=0)
purple -> [[65, -42, 24], [36, 79, -99], [83, -81, 77]] -> 1 (label=1)
orange -> [[46, 22, -27], [52, 44, 44], [50, 74, 23]] -> 1 (label=1)
blue -> [[55, -1, 6], [48, 28, -74], [79, -13, 71]] -> 1 (label=1)
blue -> [[62, 20, 53], [41, 24, -53], [49, 38, -22]] -> 1 (label=1)
gray -> [[68, 0, 56], [54, -1, 1], [40, 66, -71]] -> 1 (label=1)
gray -> [[48, 51, -38], [45, 19, -29], [51, 18, -9]] -> 2 (label=2)
blue -> [[77, -70, 56], [35, 76, -97], [63, 7, 46]] -> 1 (label=1)
blue -> [[44, 38, -80], [42, 56, -57], [67, -21, 42]] -> 0 (label=0)
green -> [[61, -20, -12], [70, -60, 56], [72, -27, 57]] -> 1 (label=1)
aqua -> [[83, -66, 29], [41, 23, -48], [54, 0, 0]] -> 0 (label=0)
pink -> [[62, -5, 30], [57, -10, -31], [50, 87, -73]] -> 2 (label=2)
green -> [[60, -30, 16], [50, 17, -6], [54, 84, -32]] -> 0 (label=0)
gray -> [[48, 79, -62], [50, 75, 7], [52, 3, -3]] -> 2 (label=2)
green -> [[83, -73, 48], [40, 60, -67], [47, 30, 8]] -> 0 (label=0)
green -> [[66, -47, 28], [66, -12, 39], [54, -2, 2]] -> 0 (label=0)
purple -> [[48, 12, -20], [56, 93, -63], [38, 60, -96]] -> 1 (label=1)
blue -> [[63, -22, -11], [57, 51, 61], [60, -31, 22]] -> 0 (label=0)
green -> [[64, -46, 34], [44, 20, -58], [49, 58, -25]] -> 0 (label=0)
green -> [[53, 2, 0], [59, -10, 17], [72, 19, 73]] -> 1 (label=1)
green -> [[52, 71, 60], [52, 4, 2], [79, -75, 73]] -> 2 (label=2)
pink -> [[77, 0, 74], [78, -41, -10], [48, 52, -21]] -> 2 (label=2)
blue -> [[69, -30, -14], [87, -56, 83], [58, -18, 4]] -> 0 (label=0)
red -> [[80, -44, 73], [49, 63, 48], [48, 80, -66]] -> 1 (label=1)
blue -> [[54, 68, 63], [56, -10, -12], [92, -25, 88]] -> 1 (label=1)
brown -> [[64, -13, 34], [44, 59, -55], [82, -68, 35]] -> 0 (label=0)
blue -> [[45, 67, -58], [39, 27, -51], [42, 78, -81]] -> 1 (label=1)
blue -> [[49, 4, -24], [47, 64, 38], [34, 79, -104]] -> 2 (label=2)
purple -> [[34, 48, -78], [51, 76, 55], [46, 83, -76]] -> 2 (label=2)
gray -> [[53, 2, 1], [83, -70, 78], [56, 89, -42]] -> 0 (label=0)
blue -> [[64, -28, 36], [32, 62, -89], [48, 64, -18]] -> 1 (label=1)
yellow -> [[87, -23, 82], [85, -69, 80], [50, 29, 22]] -> 0 (label=0)
orange -> [[74, -40, 61], [54, 84, -20], [57, 68, 69]] -> 2 (label=2)
pink -> [[53, 83, -18], [52, 80, 20], [35, 46, -78]] -> 0 (label=0)
red -> [[61, -26, 28], [48, 68, 31], [54, 27, 35]] -> 1 (label=1)
purple -> [[51, 76, 36], [42, 81, -87], [48, 7, -17]] -> 1 (label=1)
purple -> [[54, -1, 3], [51, 78, -29], [48, 75, -57]] -> 2 (label=2)
red -> [[51, 76, 40], [48, 84, -72], [73, -10, 60]] -> 0 (label=0)
purple -> [[50, 21, -5], [60, 9, 40], [51, 8, 4]] -> 0 (label=0)
green -> [[41, 54, -59], [85, -63, 81], [60, 60, 70]] -> 1 (label=1)
gray -> [[73, 1, 68], [46, 11, -39], [53, 2, -2]] -> 2 (label=2)
purple -> [[53, 6, 8], [40, 39, -53], [83, -71, 40]] -> 1 (label=1)
gray -> [[63, -14, 32], [67, -51, 47], [66, -27, 42]] -> 0 (label=0)
gray -> [[58, -13, -1], [55, -4, -2], [83, -68, 78]] -> 1 (label=1)
purple -> [[38, 44, -80], [47, 29, 9], [38, 72, -82]] -> 2 (label=2)
gray -> [[57, -4, -44], [55, 12, -63], [48, 7, -22]] -> 2 (label=2)
grass -> [[50, 9, -53], [50, 27, -16], [64, -45, 34]] -> 2 (label=2)
pink -> [[49, 71, -15], [57, -10, -29], [34, 70, -101]] -> 0 (label=0)
purple -> [[64, 43, 70], [39, 74, -82], [62, -33, 32]] -> 1 (label=1)
blue -> [[47, 14, -22], [87, -46, -13], [54, 8, -58]] -> 2 (label=2)
yellow -> [[48, 52, -12], [82, -43, 76], [79, -59, 72]] -> 1 (label=1)
blue -> [[53, -5, -20], [39, 38, -54], [50, 34, 28]] -> 1 (label=0)
green -> [[47, 63, 9], [77, -32, -26], [87, -68, 27]] -> 2 (label=2)
green -> [[62, 30, 61], [84, -82, 79], [49, 11, -17]] -> 1 (label=1)
pink -> [[58, 7, -61], [51, 76, 39], [48, 69, 13]] -> 2 (label=2)
orange -> [[43, 59, -58], [48, 27, 5], [52, 59, 55]] -> 2 (label=2)
khaki -> [[55, 0, 9], [36, 50, -84], [55, 64, 63]] -> 0 (label=0)
gray -> [[61, -33, 29], [47, 45, -36], [54, -2, 1]] -> 2 (label=2)
pink -> [[51, 77, -40], [86, -83, 76], [55, -7, -11]] -> 0 (label=0)
aqua -> [[49, 42, -23], [84, -69, 35], [83, -39, -21]] -> 1 (label=2)
green -> [[62, -34, 32], [55, -6, 1], [48, 29, -75]] -> 0 (label=0)
yellow -> [[73, -12, 58], [70, -45, 54], [53, 4, 6]] -> 0 (label=0)
purple -> [[86, -79, 57], [64, 48, 71], [48, 58, -14]] -> 2 (label=2)
brown -> [[91, -35, 88], [48, 31, 19], [62, -42, 34]] -> 1 (label=1)
green -> [[70, -31, 52], [33, 55, -84], [47, 52, 35]] -> 0 (label=0)
orange -> [[59, 17, 44], [57, 94, -61], [54, 8, 16]] -> 0 (label=0)
blue -> [[44, 14, -35], [52, 8, -6], [78, -70, 48]] -> 0 (label=0)
blue -> [[85, -68, 81], [51, 21, -69], [48, 30, 6]] -> 1 (label=1)
yellow -> [[57, -12, -10], [52, 31, 32], [63, 1, 41]] -> 2 (label=2)
blue -> [[69, -24, -30], [52, 7, 6], [73, -35, 59]] -> 0 (label=0)
red -> [[85, -76, 81], [51, 60, 53], [76, 12, 77]] -> 1 (label=1)
purple -> [[50, 74, -26], [45, 86, -85], [76, -45, -1]] -> 1 (label=1)
orange -> [[47, 66, 32], [58, 44, 59], [78, -35, -22]] -> 1 (label=1)
turquoise -> [[54, -5, -30], [88, -45, 84], [51, 77, 7]] -> 0 (label=0)
green -> [[50, 76, -52], [51, 13, 0], [71, -63, 55]] -> 2 (label=2)
pink -> [[47, 43, 1], [71, -53, 26], [51, 22, 20]] -> 0 (label=0)
purple -> [[45, 36, -38], [71, -43, 4], [47, 38, 19]] -> 0 (label=0)
blue -> [[52, 7, -1], [41, 41, -82], [72, -15, 54]] -> 1 (label=1)
gray -> [[89, -17, 86], [54, -1, 3], [47, 60, -47]] -> 1 (label=1)
purple -> [[63, -24, 33], [45, 13, -33], [54, 81, 35]] -> 1 (label=1)
teal -> [[52, 80, -47], [75, -45, 0], [74, -66, 64]] -> 1 (label=1)
gray -> [[61, -36, 25], [34, 47, -75], [59, -7, 17]] -> 2 (label=2)
purple -> [[41, 29, -65], [69, -49, 23], [48, 7, -25]] -> 0 (label=2)
pink -> [[59, 20, 47], [48, 28, 7], [62, -28, 6]] -> 1 (label=1)
turquoise -> [[71, -31, -18], [35, 51, -72], [57, 45, 57]] -> 0 (label=0)
gray -> [[52, -1, -15], [61, 40, 63], [54, -5, -29]] -> 0 (label=0)
green -> [[53, 49, 50], [82, -70, 42], [50, 4, -14]] -> 1 (label=1)
green -> [[62, -39, 27], [73, -38, -7], [51, 24, 22]] -> 0 (label=0)
yellow -> [[53, 2, 1], [88, -32, 85], [45, 18, -30]] -> 1 (label=1)
orange -> [[51, 20, 18], [71, -34, -11], [51, 40, 38]] -> 2 (label=2)
gray -> [[78, -51, 70], [37, 40, -73], [55, -6, 0]] -> 2 (label=2)
green -> [[57, -10, -30], [50, 7, -12], [82, -76, 59]] -> 2 (label=2)
brown -> [[64, -46, 34], [59, -7, 18], [62, -24, -2]] -> 1 (label=1)
red -> [[72, -34, 56], [42, 73, -74], [47, 62, 10]] -> 2 (label=2)
blue -> [[38, 33, -55], [53, 83, -30], [75, -46, 64]] -> 0 (label=0)
gray -> [[56, -13, 9], [63, -30, 4], [57, -13, 2]] -> 2 (label=2)
purple -> [[60, 5, 33], [37, 38, -62], [66, -30, -5]] -> 1 (label=1)
green -> [[65, -6, 41], [62, -28, 31], [41, 24, -43]] -> 1 (label=1)
orange -> [[59, -23, 8], [49, 51, -35], [52, 61, 56]] -> 2 (label=2)
green -> [[66, -46, 25], [50, 2, -18], [57, 69, 68]] -> 0 (label=0)
caca -> [[63, -3, 38], [57, 49, 59], [48, 28, -1]] -> 1 (label=0)
gray -> [[64, 47, 71], [80, -59, 19], [54, 0, 1]] -> 2 (label=2)
pink -> [[63, -44, 35], [49, 46, -27], [50, 75, -4]] -> 2 (label=2)
green -> [[57, -8, 12], [67, -55, 48], [76, -2, 72]] -> 1 (label=1)
blue -> [[74, -42, 63], [51, 77, -39], [41, 42, -82]] -> 2 (label=2)
gray -> [[65, 19, 60], [54, 1, 6], [67, -27, -18]] -> 1 (label=1)
blue -> [[54, -3, 0], [53, 3, -2], [54, -5, -12]] -> 2 (label=2)
blue -> [[54, 0, 3], [54, -7, -27], [68, 3, 56]] -> 1 (label=1)
green -> [[31, 72, -100], [72, -32, 57], [53, 2, -2]] -> 1 (label=1)
gray -> [[67, 39, 73], [52, 2, -7], [44, 79, -74]] -> 1 (label=1)
yellow -> [[81, 0, 80], [40, 25, -48], [80, -28, 71]] -> 0 (label=0)
purple -> [[33, 55, -79], [68, -24, -28], [39, 76, -85]] -> 2 (label=2)
orange -> [[56, 34, 47], [42, 84, -90], [51, 0, -24]] -> 0 (label=0)
green -> [[60, -17, 24], [63, -39, 37], [57, -7, 11]] -> 1 (label=1)
red -> [[46, 44, 19], [75, -54, 17], [46, 16, -26]] -> 0 (label=0)
